Time - Force	Amplitude - Force
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,7	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,8	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
3,9	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,1	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,2	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,3	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,4	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,5	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,6	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
